id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
hc_base.part_role_444018008,"444018008","Person with characteristic related to subject of record","Person with characteristic related to subject of record (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444052006,"444052006","Spouse of subject","Spouse of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444053001,"444053001","Husband of subject","Husband of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444054007,"444054007","Wife of subject","Wife of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444055008,"444055008","Uncle of subject","Uncle of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444145006,"444145006","Partner in relationship with subject","Partner in relationship with subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444146007,"444146007","Boyfriend of subject","Boyfriend of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444147003,"444147003","Girlfriend of subject","Girlfriend of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444148008,"444148008","Person in family of subject","Person in family of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444168002,"444168002","Homemaker","Homemaker (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444169005,"444169005","House husband","House husband (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444191003,"444191003","Aunt of subject","Aunt of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444192005,"444192005","Child of subject","Child of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444193000,"444193000","First degree blood relative of subject","First degree blood relative of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444194006,"444194006","Daughter of subject","Daughter of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444199001,"444199001","Friend of subject","Friend of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444210007,"444210007","Cohabitee in relationship with subject","Cohabitee in relationship with subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444211006,"444211006","Common law husband of subject","Common law husband of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444212004,"444212004","Common law wife of subject","Common law wife of subject","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444213009,"444213009","Domestic partner of subject","Domestic partner of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444241008,"444241008","Son of subject","Son of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444242001,"444242001","Grandparent of subject","Grandparent of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444243006,"444243006","Maternal grandfather of subject","Maternal grandfather of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444244000,"444244000","Maternal grandmother of subject","Maternal grandmother of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444278006,"444278006","Fianc̩ of subject","Fianc̩ of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444279003,"444279003","Female fianc̩ of subject","Female fianc̩ of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444280000,"444280000","Male fianc̩ of subject","Male fianc̩ of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444292000,"444292000","Paternal grandfather of subject","Paternal grandfather of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444293005,"444293005","Paternal grandmother of subject","Paternal grandmother of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444294004,"444294004","Parent of subject","Parent of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444295003,"444295003","Father of subject","Father of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444301002,"444301002","Mother of subject","Mother of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444302009,"444302009","Sibling of subject","Sibling of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444303004,"444303004","Brother of subject","Brother of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444304005,"444304005","Sister of subject","Sister of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444464007,"444464007","Recipient of biological material from subject","Recipient of biological material from subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_444870008,"444870008","Apostolic Pentecostalist, follower of religion","Apostolic Pentecostalist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_446654005,"446654005","Refugee","Refugee (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_450768005,"450768005","International student (occupation)","International student (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_699110007,"699110007","Second degree blood relative","Second degree blood relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_699111006,"699111006","Second degree blood relative of subject","Second degree blood relative of subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_5161000124101,"5161000124101","Parent in-law","Parent in-law (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_5171000124108,"5171000124108","Father in-law","Father in-law (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_5181000124106,"5181000124106","Mother in-law","Mother in-law (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430971000124103,"430971000124103","Living unrelated donor","Living unrelated donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430981000124100,"430981000124100","Living related donor","Living related donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_442031000124102,"442031000124102","Maternal uncle","Maternal uncle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_442041000124107,"442041000124107","Paternal uncle","Paternal uncle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_442051000124109,"442051000124109","Maternal aunt","Maternal aunt (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_442061000124106,"442061000124106","Paternal aunt","Paternal aunt (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_1421009,"1421009","Specialized surgeon (occupation)","Specialized surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_3430008,"3430008","Radiation therapist (occupation)","Radiation therapist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_3842006,"3842006","Chiropractor","Chiropractor","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_4162009,"4162009","Dental assistant (occupation)","Dental assistant (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_5275007,"5275007","Auxiliary nurse (occupation)","Auxiliary nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_6816002,"6816002","Specialized nurse (occupation)","Specialized nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_6868009,"6868009","Hospital administrator (occupation)","Hospital administrator (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_8724009,"8724009","Plastic surgeon (occupation)","Plastic surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_11661002,"11661002","Neuropathologist (occupation)","Neuropathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_11911009,"11911009","Nephrologist (occupation)","Nephrologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_11935004,"11935004","Obstetrician (occupation)","Obstetrician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_13580004,"13580004","School dental assistant (occupation)","School dental assistant (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_14698002,"14698002","Medical microbiologist","Medical microbiologist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_17561000,"17561000","Cardiologist (occupation)","Cardiologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_18803008,"18803008","Dermatologist (occupation)","Dermatologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_18850004,"18850004","Laboratory hematologist (occupation)","Laboratory hematologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_19244007,"19244007","Gerodontist (occupation)","Gerodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_20145008,"20145008","Removable prosthodontist (occupation)","Removable prosthodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_21365001,"21365001","Specialized dentist (occupation)","Specialized dentist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_21450003,"21450003","Neuropsychiatrist (occupation)","Neuropsychiatrist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_22515006,"22515006","Medical assistant (occupation)","Medical assistant (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_22731001,"22731001","Orthopedic surgeon (occupation)","Orthopedic surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_22983004,"22983004","Thoracic surgeon (occupation)","Thoracic surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_23278007,"23278007","Community health physician (occupation)","Community health physician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_24430003,"24430003","Physical medicine specialist (occupation)","Physical medicine specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_24590004,"24590004","Urologist (occupation)","Urologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_25961008,"25961008","Electroencephalography specialist","Electroencephalography specialist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_26042002,"26042002","Dental hygienist (occupation)","Dental hygienist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_26369006,"26369006","Public health nurse (occupation)","Public health nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_28229004,"28229004","Optometrist (occupation)","Optometrist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_28411006,"28411006","Neonatologist (occupation)","Neonatologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_28544002,"28544002","Medical biochemist","Medical biochemist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_36682004,"36682004","Physiotherapist (occupation)","Physiotherapist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_37154003,"37154003","Periodontist (occupation)","Periodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_37504001,"37504001","Orthodontist (occupation)","Orthodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_39677007,"39677007","Internal medicine specialist (occupation)","Internal medicine specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_40127002,"40127002","Dietitian (general) (occupation)","Dietitian (general) (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_40204001,"40204001","Hematologist (occupation)","Hematologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_40570005,"40570005","Interpreter (occupation)","Interpreter (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_41672002,"41672002","Respiratory disease specialist (occupation)","Respiratory disease specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_41904004,"41904004","Medical X-ray technician (occupation)","Medical X-ray technician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_43702002,"43702002","Occupational health nurse (occupation)","Occupational health nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_44652006,"44652006","Pharmaceutical assistant (occupation)","Pharmaceutical assistant (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_45419001,"45419001","Masseur (occupation)","Masseur (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_45440000,"45440000","Rheumatologist (occupation)","Rheumatologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_45544007,"45544007","Neurosurgeon (occupation)","Neurosurgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_45956004,"45956004","Sanitarian (occupation)","Sanitarian (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_46255001,"46255001","Pharmacist (occupation)","Pharmacist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_48740002,"48740002","Philologist (occupation)","Philologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_49203003,"49203003","Dispensing optician (occupation)","Dispensing optician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_49993003,"49993003","Oral surgeon (occupation)","Oral surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_50149000,"50149000","Endodontist (occupation)","Endodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_54503009,"54503009","Faith healer (occupation)","Faith healer (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_56397003,"56397003","Neurologist (occupation)","Neurologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_56466003,"56466003","Public health physician (occupation)","Public health physician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_56542007,"56542007","Medical record administrator (occupation)","Medical record administrator (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_56545009,"56545009","Cardiovascular surgeon (occupation)","Cardiovascular surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_57654006,"57654006","Fixed prosthodontist (occupation)","Fixed prosthodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_59058001,"59058001","General physician (occupation)","General physician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_59169001,"59169001","Orthopedic technician (occupation)","Orthopedic technician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_59944000,"59944000","Psychologist (occupation)","Psychologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_60008001,"60008001","Public health nutritionist (occupation)","Public health nutritionist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_61207006,"61207006","Medical pathologist (occupation)","Medical pathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_61246008,"61246008","Laboratory medicine specialist (occupation)","Laboratory medicine specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_61345009,"61345009","Otorhinolaryngologist","Otorhinolaryngologist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_61894003,"61894003","Endocrinologist (occupation)","Endocrinologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_62247001,"62247001","Family medicine specialist (occupation)","Family medicine specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_63098009,"63098009","Allergist","Allergist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_66476003,"66476003","Oral pathologist (occupation)","Oral pathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_66862007,"66862007","Radiologist (occupation)","Radiologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_68867008,"68867008","Public health dentist (occupation)","Public health dentist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_68950000,"68950000","Prosthodontist (occupation)","Prosthodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_69280009,"69280009","Specialized physician (occupation)","Specialized physician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_71838004,"71838004","Gastroenterologist (occupation)","Gastroenterologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_73265009,"73265009","Nursing aid (occupation)","Nursing aid (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_75271001,"75271001","Professional midwife (occupation)","Professional midwife (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_76166008,"76166008","Practical aid (pharmacy) (occupation)","Practical aid (pharmacy) (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_76231001,"76231001","Osteopath (occupation)","Osteopath (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_76899008,"76899008","Infectious diseases physician","Infectious diseases physician","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78703002,"78703002","General surgeon (occupation)","General surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78729002,"78729002","Diagnostic radiologist (occupation)","Diagnostic radiologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_79898004,"79898004","Auxiliary midwife (occupation)","Auxiliary midwife (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80409005,"80409005","Translator (occupation)","Translator (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80546007,"80546007","Occupational therapist (occupation)","Occupational therapist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80584001,"80584001","Psychiatrist (occupation)","Psychiatrist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80933006,"80933006","Nuclear medicine specialist (occupation)","Nuclear medicine specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_81464008,"81464008","Clinical pathologist (occupation)","Clinical pathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_82296001,"82296001","Pediatrician (occupation)","Pediatrician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83189004,"83189004","Other professional nurse (occupation)","Other professional nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83273008,"83273008","Anatomic pathologist (occupation)","Anatomic pathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83685006,"83685006","Gynecologist","Gynecologist","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_85733003,"85733003","General pathologist (occupation)","General pathologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_88189002,"88189002","Anesthesiologist (occupation)","Anesthesiologist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_88475002,"88475002","Other dietitian/public health nutritionist (occupation)","Other dietitian/public health nutritionist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_90201008,"90201008","Pedodontist (occupation)","Pedodontist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_90655003,"90655003","Geriatrics specialist (occupation)","Geriatrics specialist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106289002,"106289002","Dentist (occupation)","Dentist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106291005,"106291005","Dietician/public health nutritionist (occupation)","Dietician/public health nutritionist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106292003,"106292003","Professional nurse (occupation)","Professional nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106293008,"106293008","Nursing personnel (occupation)","Nursing personnel (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106294002,"106294002","Midwifery personnel (occupation)","Midwifery personnel (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106296000,"106296000","Physiotherapist/occupational therapist (occupation)","Physiotherapist/occupational therapist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_106330007,"106330007","Philologist, translator/interpreter (occupation)","Philologist, translator/interpreter (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_112247003,"112247003","Medical doctor (occupation)","Medical doctor (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158965000,"158965000","Medical practitioner (occupation)","Medical practitioner (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158966004,"158966004","Medical administrator - national (occupation)","Medical administrator - national (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158967008,"158967008","Consultant physician","Consultant physician","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158968003,"158968003","Consultant surgeon (occupation)","Consultant surgeon (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158969006,"158969006","Consultant gynecology/obstetrics (occupation)","Consultant gynecology/obstetrics (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158970007,"158970007","Anesthetist (occupation)","Anesthetist (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158971006,"158971006","Hospital registrar (occupation)","Hospital registrar (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158972004,"158972004","House officer (occupation)","House officer (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158973009,"158973009","Occupational physician (occupation)","Occupational physician (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158974003,"158974003","Clinical medical officer (occupation)","Clinical medical officer (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158975002,"158975002","Medical practitioner - teaching (occupation)","Medical practitioner - teaching (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158977005,"158977005","Dental administrator (occupation)","Dental administrator (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158978000,"158978000","Dental consultant (occupation)","Dental consultant (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158979008,"158979008","Dental general practitioner (occupation)","Dental general practitioner (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158980006,"158980006","Dental practitioner - teaching (occupation)","Dental practitioner - teaching (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158983008,"158983008","Nurse administrator - national (occupation)","Nurse administrator - national (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158984002,"158984002","Nursing officer - region (occupation)","Nursing officer - region (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158985001,"158985001","Nursing officer - district (occupation)","Nursing officer - district (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158986000,"158986000","Nursing administrator - professional body (occupation)","Nursing administrator - professional body (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158987009,"158987009","Nursing officer - division (occupation)","Nursing officer - division (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158988004,"158988004","Nurse education director (occupation)","Nurse education director (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158989007,"158989007","Occupational health nursing officer (occupation)","Occupational health nursing officer (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158990003,"158990003","Nursing officer (occupation)","Nursing officer (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158992006,"158992006","Midwifery sister (occupation)","Midwifery sister (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158993001,"158993001","Nursing sister (theater) (occupation)","Nursing sister (theater) (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158994007,"158994007","Staff nurse (occupation)","Staff nurse (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_158995008,"158995008","Staff midwife (occupation)","Staff midwife (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
