id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_132588005,"132588005","Welsh Sheepdog breed","Welsh Sheepdog breed (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_132396004,"132396004","West Siberian Laika dog breed","West Siberian Laika dog breed (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_76351004,"76351004","Whippet dog","Whippet dog (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_132458004,"132458004","White Shepherd dog breed","White Shepherd dog breed (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_132459007,"132459007","Wirehair Styrian mountain dog breed","Wirehair Styrian mountain dog breed (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_33401005,"33401005","Wirehaired pointing griffon dog","Wirehaired pointing griffon dog (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_82676003,"82676003","Wolf","Wolf (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_132460002,"132460002","Yugoslavian Hound dog breed","Yugoslavian Hound dog breed (organism)","hc_patient.species_448771007","hc_patient.breed_448771007","base.snomed","http://snomed.info"
hc_patient.breed_60517007,"60517007","Cardigan Welsh corgi","Cardigan Welsh corgi (organism)","hc_patient.species_448771007","hc_patient.breed_37024005","base.snomed","http://snomed.info"
hc_patient.breed_132369002,"132369002","Dachshund, Miniature breed","Dachshund, Miniature breed (organism)","hc_patient.species_448771007","hc_patient.breed_2062007","base.snomed","http://snomed.info"
hc_patient.breed_57947002,"57947002","Giant schnauzer","Giant schnauzer (organism)","hc_patient.species_448771007","hc_patient.breed_91429002","base.snomed","http://snomed.info"
hc_patient.breed_57349006,"57349006","Long and short coat chihuahua","Long and short coat chihuahua (organism)","hc_patient.species_448771007","hc_patient.breed_9761009","base.snomed","http://snomed.info"
hc_patient.breed_36611001,"36611001","Long coat chihuahua","Long coat chihuahua (organism)","hc_patient.species_448771007","hc_patient.breed_9761009","base.snomed","http://snomed.info"
hc_patient.breed_57429001,"57429001","Longhaired miniature dachshund","Longhaired miniature dachshund (organism)","hc_patient.species_448771007","hc_patient.breed_2062007","base.snomed","http://snomed.info"
hc_patient.breed_40121001,"40121001","Miniature poodle","Miniature poodle (organism)","hc_patient.species_448771007","hc_patient.breed_15171008","base.snomed","http://snomed.info"
hc_patient.breed_300004,"300004","Miniature schnauzer","Miniature schnauzer (organism)","hc_patient.species_448771007","hc_patient.breed_91429002","base.snomed","http://snomed.info"
hc_patient.breed_46725009,"46725009","Pembroke Welsh corgi","Pembroke Welsh corgi (organism)","hc_patient.species_448771007","hc_patient.breed_37024005","base.snomed","http://snomed.info"
hc_patient.breed_15966002,"15966002","Short coat chihuahua","Short coat chihuahua (organism)","hc_patient.species_448771007","hc_patient.breed_9761009","base.snomed","http://snomed.info"
hc_patient.breed_90444005,"90444005","Smooth haired vizsla","Smooth haired vizsla (organism)","hc_patient.species_448771007","hc_patient.breed_52105008","base.snomed","http://snomed.info"
hc_patient.breed_112493003,"112493003","Smooth miniature dachshund","Smooth miniature dachshund (organism)","hc_patient.species_448771007","hc_patient.breed_2062007","base.snomed","http://snomed.info"
hc_patient.breed_416885007,"416885007","Standard dachshund","Standard dachshund (organism)","hc_patient.species_448771007","hc_patient.breed_2062007","base.snomed","http://snomed.info"
hc_patient.breed_507002,"507002","Standard poodle","Standard poodle (organism)","hc_patient.species_448771007","hc_patient.breed_15171008","base.snomed","http://snomed.info"
hc_patient.breed_69592005,"69592005","Standard schnauzer","Standard schnauzer (organism)","hc_patient.species_448771007","hc_patient.breed_91429002","base.snomed","http://snomed.info"
hc_patient.breed_25243005,"25243005","Toy poodle","Toy poodle (organism)","hc_patient.species_448771007","hc_patient.breed_15171008","base.snomed","http://snomed.info"
hc_patient.breed_56243001,"56243001","Wirehaired miniature dachshund","Wirehaired miniature dachshund (organism)","hc_patient.species_448771007","hc_patient.breed_2062007","base.snomed","http://snomed.info"
hc_patient.breed_583000,"583000","Wirehaired vizsla","Wirehaired vizsla (organism)","hc_patient.species_448771007","hc_patient.breed_52105008","base.snomed","http://snomed.info"
hc_patient.breed_85626006,"85626006","donkey","Equus asinus (organism) Includes ass, burro",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_132987008,"132987008","Large standard donkey","Large standard donkey (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_132959004,"132959004","Mammoth Jack Stock Donkey breed","Mammoth Jack Stock Donkey breed (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_132989006,"132989006","Miniature donkey","Miniature donkey (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_132958007,"132958007","Poitou Donkey breed","Poitou Donkey breed (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_444919003,"444919003","Small standard donkey","Small standard donkey (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_132988003,"132988003","Standard donkey","Standard donkey (organism)","hc_patient.species_85626006","hc_patient.breed_85626006","base.snomed","http://snomed.info"
hc_patient.breed_396620009,"396620009","duck","Genus Anas (organism) aka dabbling duck",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_125102002,"125102002","mallard duck","Anas platyrhynchos (organism)","hc_patient.species_396620009","hc_patient.breed_396620009","base.snomed","http://snomed.info"
hc_patient.breed_44082004,"44082004","Anas platyrhynchos platyrhynchos","Anas platyrhynchos platyrhynchos (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131820006,"131820006","Ancona duck breed","Ancona breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131821005,"131821005","Australian Spotted duck breed","Australian Spotted breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131824002,"131824002","Aylesbury duck breed","Aylesbury breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131825001,"131825001","Black East Indies duck breed","Black East Indies breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131817003,"131817003","Blue Swedish duck breed","Blue Swedish breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131812009,"131812009","Call duck breed","Call breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131810001,"131810001","Cayuga duck breed","Cayuga breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131826000,"131826000","Coast duck breed","Coast breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131814005,"131814005","Crested duck breed","Crested breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_37928005,"37928005","Duck","Duck (domestic) (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131818008,"131818008","Golden 300 hybrid duck breed","Golden 300 hybrid breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_132700003,"132700003","Khaki Campbell duck breed","Khaki Campbell breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131827009,"131827009","Kromsnaveleend duck breed","Kromsnaveleend breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131828004,"131828004","Magpie duck breed","Magpie breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_409911001,"409911001","Moulard duck breed","Moulard duck breed (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131813004,"131813004","Orpington duck breed","Orpington breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_24438005,"24438005","Pekin duck","Pekin duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131815006,"131815006","Pommeranian duck breed","Pommeranian breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_43869002,"43869002","Rouen duck breed","Rouen duck breed (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131811002,"131811002","Runner duck breed","Runner breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131918007,"131918007","Saxony duck breed","Saxony breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131829007,"131829007","Silver appleyard duck breed","Silver appleyard breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_131839001,"131839001","Swedish yellow duck breed","Swedish yellow breed duck (organism)","hc_patient.species_396620009","hc_patient.breed_125102002","base.snomed","http://snomed.info"
hc_patient.breed_125097000,"125097000","goat","Capra hircus (organism) Includes domestic goat",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_131677009,"131677009","Algarvia goat breed","Algarvia goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131674002,"131674002","Alpine Chamoisee goat breed","Alpine Chamoisee goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_70431006,"70431006","Alpine goat","Alpine goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131618005,"131618005","Altai Mountain goat breed","Altai Mountain goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131617000,"131617000","American Cashmere goat breed","American Cashmere goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_16015002,"16015002","Anglo nubian goat","Anglo nubian goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_64158000,"64158000","Angora goat","Angora goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131616009,"131616009","Appenzell goat breed","Appenzell goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131609008,"131609008","Arapawa Island goat breed","Arapawa Island goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131608000,"131608000","Australian Goat breed","Australian Goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131620008,"131620008","Bagot goat breed","Bagot goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131645006,"131645006","Barbari goat breed","Barbari goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131659004,"131659004","Beetal goat breed","Beetal goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131657002,"131657002","Benadir goat breed","Benadir goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131655005,"131655005","Bhuj goat breed","Bhuj goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131684001,"131684001","Black Grisonne goat breed","Black Grisonne goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131681009,"131681009","Blanca Andaluza goat breed","Blanca Andaluza goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131682002,"131682002","Blanca Celtiberica goat breed","Blanca Celtiberica goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131656006,"131656006","Boer goat breed","Boer goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131648008,"131648008","Booted Goat breed","Booted Goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131683007,"131683007","Bravia goat breed","Bravia goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131654009,"131654009","British Alpine goat breed","British Alpine goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131678004,"131678004","British Saanen goat breed","British Saanen goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131679007,"131679007","British Toggenburg goat breed","British Toggenburg goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131680005,"131680005","Bündner goat breed","Bündner goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_9230001,"9230001","Camarron goat","Camarron goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131652008,"131652008","Canary Island goat breed","Canary Island goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131651001,"131651001","Canindé goat breed","Canindé goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131687008,"131687008","Carpathe goat breed","Carpathe goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131685000,"131685000","Chamois of the Alps goat breed","Chamois of the Alps goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_89708009,"89708009","Chamoisee goat","Chamoisee goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131650000,"131650000","Chapar goat breed","Chapar goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131686004,"131686004","Charnequeria goat breed","Charnequeria goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131688003,"131688003","Col Noir du Valais goat breed","Col Noir du Valais goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131649000,"131649000","Corsican goat breed","Corsican goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131658007,"131658007","Créole Antilles goat breed","Créole Antilles goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131653003,"131653003","Daera Din Panah goat breed","Daera Din Panah goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131689006,"131689006","Damani goat breed","Damani goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131661008,"131661008","Danish Landrace goat breed","Danish Landrace goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131690002,"131690002","Des Fosses","Des Fosses (Communes de l'Ouest)goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131669005,"131669005","Don goat breed","Don goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131691003,"131691003","English goat breed","English goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131692005,"131692005","English Guernsey goat breed","English Guernsey goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131667007,"131667007","Erzgebirg goat breed","Erzgebirg goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131666003,"131666003","Finnish Landrace goat breed","Finnish Landrace goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_5438004,"5438004","French alpine goat","French alpine goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131695007,"131695007","Garganica goat breed","Garganica goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131693000,"131693000","German colored goat breed","German colored goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131696008,"131696008","Girgentana goat breed","Girgentana goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131660009,"131660009","Golden Guernsey goat breed","Golden Guernsey goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131664000,"131664000","Grisons Striped goat breed","Grisons Striped goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131694006,"131694006","Guadarrama goat breed","Guadarrama goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131663006,"131663006","Irish Goat breed","Irish Goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131665004,"131665004","Jining Gray goat breed","Jining Gray goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131697004,"131697004","Jonica goat breed","Jonica goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131662001,"131662001","Kaghani goat breed","Kaghani goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131668002,"131668002","Kamori goat breed","Kamori goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131670006,"131670006","Kiko goat breed","Kiko goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131671005,"131671005","Kinder goat breed","Kinder goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_55530007,"55530007","La Mancha goat","La Mancha goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131635009,"131635009","Loashan goat breed","Loashan goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131676000,"131676000","Malagueña goat breed","Malagueña goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131610003,"131610003","Maltese goat breed","Maltese goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131675001,"131675001","Massif Central goat breed","Massif Central goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131607005,"131607005","Mixed Breed Goat","Mixed Breed Goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131622000,"131622000","Moxotó goat breed","Moxotó goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131698009,"131698009","Murciana-Granadina goat breed","Murciana-Granadina goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131623005,"131623005","Myotonic goat breed","Myotonic goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131624004,"131624004","Nachi goat breed","Nachi goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131612006,"131612006","Negra Serrana goat breed","Negra Serrana goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131625003,"131625003","Nigerian Dwarf goat breed","Nigerian Dwarf goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131631000,"131631000","Norwegian goat breed","Norwegian goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131632007,"131632007","Oberhasli goat breed","Oberhasli goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131613001,"131613001","Orobica goat breed","Orobica goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131633002,"131633002","Peacock Goat breed","Peacock Goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131634008,"131634008","Philippine goat breed","Philippine goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131646007,"131646007","Poitou goat breed","Poitou goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131611004,"131611004","Provençale goat breed","Provençale goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_684003,"684003","Pygmy goat","Pygmy goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131672003,"131672003","Pygora goat breed","Pygora goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131619002,"131619002","Pyrenean goat breed","Pyrenean goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131647003,"131647003","Repartida goat breed","Repartida goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131615008,"131615008","Retinta Extremena goat breed","Retinta Extremena goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_74745008,"74745008","Rock alpine goat","Rock alpine goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131639003,"131639003","Rove goat breed","Rove goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131614007,"131614007","Roya-Vesubie goat breed","Roya-Vesubie goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131621007,"131621007","Russian White goat breed","Russian White goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_21208000,"21208000","Saanen goat","Saanen goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131636005,"131636005","San Clemente goat breed","San Clemente goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131626002,"131626002","Sarda goat breed","Sarda goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131627006,"131627006","Serpentina goat breed","Serpentina goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131628001,"131628001","Serrana goat breed","Serrana goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131637001,"131637001","Somali goat breed","Somali goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131638006,"131638006","Spanish goat breed","Spanish goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131640001,"131640001","SRD goat breed","SRD goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131641002,"131641002","Swedish Landrace goat breed","Swedish Landrace goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_28360002,"28360002","Swiss alpine goat","Swiss alpine goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131642009,"131642009","Thuringian goat breed","Thuringian goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_30089001,"30089001","Toggenburg goat","Toggenburg goat (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131643004,"131643004","Uzbek Black goat breed","Uzbek Black goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131629009,"131629009","Verata goat breed","Verata goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131630004,"131630004","Verzasca black goat breed","Verzasca black goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131673008,"131673008","Wooden Leg goat breed","Wooden Leg goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_131644005,"131644005","Zhongwei goat breed","Zhongwei goat breed (organism)","hc_patient.species_125097000","hc_patient.breed_125097000","base.snomed","http://snomed.info"
hc_patient.breed_125104001,"125104001","goose","Anser anser (organism) aka greylag goose species",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_131841000,"131841000","African goose breed","African goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131847001,"131847001","American buff goose breed","American buff goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131845009,"131845009","Chinese brown goose breed","Chinese brown goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_91460002,"91460002","Chinese goose","Chinese goose (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
