id,"code","name","definition","source_id/id","system","contains_id/id","level","level_name"
hc_patient.species_43834004,"43834004","gerrhosaurus","Gerrhosaurus (organism)","base.snomed","http://snomed.info",hc_patient.species_107272000,21,"Genus"
hc_patient.species_50995008,"50995008","ameiva","Ameiva (organism)","base.snomed","http://snomed.info",hc_patient.species_107273005,21,"Genus"
hc_patient.species_63050000,"63050000","whiptail","Cnemidophorus (organism)","base.snomed","http://snomed.info",hc_patient.species_107273005,21,"Genus"
hc_patient.species_61873001,"61873001","Caiman lizard","Dracaena (organism)","base.snomed","http://snomed.info",hc_patient.species_107273005,21,"Genus"
hc_patient.species_69203008,"69203008","teiid lizard","Teiid lizard (organism)","base.snomed","http://snomed.info",hc_patient.species_107273005,21,"Genus"
hc_patient.species_15209000,"15209000","tupinambis","Tupinambis (organism) aka tegu","base.snomed","http://snomed.info",hc_patient.species_107273005,21,"Genus"
hc_patient.species_27514002,"27514002","jewelled lacerta","Lacerta lepida (organism)","base.snomed","http://snomed.info",hc_patient.species_107274004,21,"Genus"
hc_patient.species_9200009,"9200009","lacertid lizard","Lacertid lizard (organism)","base.snomed","http://snomed.info",hc_patient.species_107274004,21,"Genus"
hc_patient.species_38811008,"38811008","wall lizard","Podarcis (organism)","base.snomed","http://snomed.info",hc_patient.species_107274004,21,"Genus"
hc_patient.species_87370009,"87370009","grass lacerta","Takydromus (organism)","base.snomed","http://snomed.info",hc_patient.species_107274004,21,"Genus"
hc_patient.species_57460001,"57460001","anguid","Anguid (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_69395008,"69395008","slow-worm","Anguis (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_27116009,"27116009","galliwasp","Diploglossus (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_3905003,"3905003","alligator lizard","Gerrhonotus (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_29425004,"29425004","glass snake","Ohisaurus (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_41781002,"41781002","sheltopusik","Ophisaurus apodus (organism)","base.snomed","http://snomed.info",hc_patient.species_107276002,21,"Genus"
hc_patient.species_25083009,"25083009","Mexican bearded lizard","Heloderma horridum (organism)","base.snomed","http://snomed.info",hc_patient.species_107277006,21,"Genus"
hc_patient.species_21259004,"21259004","gila monster","Heloderma suspectum (organism)","base.snomed","http://snomed.info",hc_patient.species_107277006,21,"Genus"
hc_patient.species_406670005,"406670005","varanus","Genus Varanus (organism)","base.snomed","http://snomed.info",hc_patient.species_107278001,21,"Genus"
hc_patient.species_58335000,"58335000","monitor lizard","Monitor lizard (organism)","base.snomed","http://snomed.info",hc_patient.species_107278001,21,"Genus"
hc_patient.species_63859003,"63859003","earless monitor lizard","Earless monitor lizard (organism)","base.snomed","http://snomed.info",hc_patient.species_107279009,21,"Genus"
hc_patient.species_24114004,"24114004","liasis","Genus Liasis (organism)","base.snomed","http://snomed.info",hc_patient.species_107283009,21,"Genus"
hc_patient.species_80586004,"80586004","python","Genus Python (organism)","base.snomed","http://snomed.info",hc_patient.species_107283009,21,"Genus"
hc_patient.species_406697003,"406697003","bogertophis","Genus Bogertophis (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_79920001,"79920001","coluber","Genus Coluber (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_59862008,"59862008","elaphe","Genus Elaphe (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_57530008,"57530008","lampropeltis","Genus Lampropeltis (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_24798009,"24798009","masticophis","Genus Masticophis (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_74459000,"74459000","nerodia","Genus Nerodia (organism) Includes water snake, North American water snake","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_87598006,"87598006","oxybelis","Genus Oxybelis (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_679009,"679009","pituophis","Genus Pituophis (organism)","base.snomed","http://snomed.info",hc_patient.species_107287005,21,"Genus"
hc_patient.species_60609005,"60609005","krait","Bungarus (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_46114008,"46114008","acanthophis","Genus Acanthophis (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_89645008,"89645008","aspidelaps","Genus Aspidelaps (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_62535008,"62535008","calliophis","Genus Calliophis (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_62152000,"62152000","slender coral snake","Genus Leptomicrurus (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_26754007,"26754007","maticora","Genus Maticora (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_376006,"376006","American coral snake","Genus Micrurus (organism)","base.snomed","http://snomed.info",hc_patient.species_107290004,21,"Genus"
hc_patient.species_420972002,"420972002","leptotyphlops","Genus Leptotyphlops (organism)","base.snomed","http://snomed.info",hc_patient.species_303251000,21,"Genus"
hc_patient.species_91505006,"91505006","tsetse fly","Glossina (organism)","base.snomed","http://snomed.info",hc_patient.species_304146006,21,"Genus"
hc_patient.species_371564000,"371564000","rat genus","Genus Rattus (organism)","base.snomed","http://snomed.info",hc_patient.species_371563006,21,"Genus"
hc_patient.species_388393002,"388393002","pig genus","Genus Sus (organism)","base.snomed","http://snomed.info",hc_patient.species_388392007,21,"Genus"
hc_patient.species_388445009,"388445009","horse","Genus Equus (organism) Includes donkey, mule","base.snomed","http://hl7.org/fhir/ValueSet/animal-species",hc_patient.species_388441000,21,"Genus"
hc_patient.species_80396009,"80396009","grison","Grison (organism) aka Genus Galictis. Aka grison (South American wolverine, huron or ferret). Includes common ferret, black-footed ferret","base.snomed","http://snomed.info",hc_patient.species_388522001,21,"Genus"
hc_patient.species_8280002,"8280002","ferret badger","Melogale (organism) Includes Bornean ferret badger, Chinese ferret badger, Javan ferret badger, Burmese ferret badger, Vietname fettet-badger","base.snomed","http://snomed.info",hc_patient.species_388522001,21,"Genus"
hc_patient.species_68553005,"68553005","tayra","Tayra (organism) aka Genus Eira","base.snomed","http://snomed.info",hc_patient.species_388522001,21,"Genus"
hc_patient.species_35794008,"35794008","wild mink","Wild mink (organism)","base.snomed","http://snomed.info",hc_patient.species_388522001,21,"Genus"
hc_patient.species_43546007,"43546007","badger","Badger (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_388533003,"388533003","wolverine","Genus Gulo (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_448126006,"448126006","polecat","Genus Ictonyx (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_388535005,"388535005","marten","Genus Martes (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_448849006,"448849006","mele","Genus Meles (organism) Includes Japanese badger, Asian badger, European badger","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_448850006,"448850006","honey badger","Genus Mellivora (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_388537002,"388537002","mustela","Genus Mustela (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_447409007,"447409007","American mink","Genus Neovison (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_388542005,"388542005","American badger","Genus Taxidea (organism)","base.snomed","http://snomed.info",hc_patient.species_388532008,21,"Genus"
hc_patient.species_388621004,"388621004","acinonyx","Genus Acinonyx (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388624007,"388624007","caracal","Genus Caracal (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_409920005,"409920005","catopuma","Genus Catopuma (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388626009,"388626009","cat genus","Genus Felis (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388635002,"388635002","leopardus","Genus Leopardus (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388643007,"388643007","leptailurus","Genus Leptailurus (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388649006,"388649006","lynx","Genus Lynx (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_409916006,"409916006","pardofelis","Genus Pardofelis (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388743003,"388743003","prionailurus","Genus Prionailurus (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_409915005,"409915005","profelis","Genus Profelis (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_388745005,"388745005","puma","Genus Puma (organism)","base.snomed","http://snomed.info",hc_patient.species_388623001,21,"Genus"
hc_patient.species_82968002,"82968002","mouse","Mouse (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,21,"Genus"
hc_patient.species_392192009,"392192009","wild guinea pig","Genus Cavia (organism) aka cavy","base.snomed","http://snomed.info",hc_patient.species_392191002,21,"Genus"
hc_patient.species_409992007,"409992007","atheris","Genus Atheris (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_3574007,"3574007","bitis","Genus Bitis (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_62291001,"62291001","cerastes","Genus Cerastes (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_420394000,"420394000","echis","Genus Echis (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_422310003,"422310003","eristicophis","Genus Eristicophis (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_420863006,"420863006","pseudocerastes","Genus Pseudocerastes (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_422020002,"422020002","vipera","Genus Vipera (organism)","base.snomed","http://snomed.info",hc_patient.species_409989008,21,"Genus"
hc_patient.species_422222003,"422222003","diadophis","Genus Diadophis (organism)","base.snomed","http://snomed.info",hc_patient.species_420265009,21,"Genus"
hc_patient.species_125105000,"125105000","junglefowl genus","Genus Gallus (organism)","base.snomed","http://snomed.info",hc_patient.species_420337005,21,"Genus"
hc_patient.species_21310000,"21310000","hippelates","Genus Hippelates (organism) aka eye knat, eye fly","base.snomed","http://snomed.info",hc_patient.species_420437009,21,"Genus"
hc_patient.species_421368000,"421368000","chionoecetes","Genus Chionoecetes (organism)","base.snomed","http://snomed.info",hc_patient.species_420722009,21,"Genus"
hc_patient.species_16287006,"16287006","oestrus","Genus Oestrus (organism)","base.snomed","http://snomed.info",hc_patient.species_420745003,21,"Genus"
hc_patient.species_5833002,"5833002","rhinoestrus","Genus Rhinoestrus (organism)","base.snomed","http://snomed.info",hc_patient.species_420745003,21,"Genus"
hc_patient.species_33092003,"33092003","haematobia","Genus Haematobia (organism)","base.snomed","http://snomed.info",hc_patient.species_420886004,21,"Genus"
hc_patient.species_5443006,"5443006","cephenemyia","Genus Cephenemyia (organism)","base.snomed","http://snomed.info",hc_patient.species_421125008,21,"Genus"
hc_patient.species_29726004,"29726004","heel fly","Genus Hypoderma (organism) aka ox warble fly","base.snomed","http://snomed.info",hc_patient.species_421125008,21,"Genus"
hc_patient.species_60097000,"60097000","oedemagena","Genus Oedemagena (organism)","base.snomed","http://snomed.info",hc_patient.species_421125008,21,"Genus"
hc_patient.species_421406000,"421406000","agkistrodon","Genus Agkistrodon (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_5271003,"5271003","bothrops","Genus Bothrops (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_420914006,"420914006","crotalus","Genus Crotalus (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_420909007,"420909007","gloydius","Genus Gloydius (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_420629006,"420629006","lachesis","Genus Lachesis (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_35772000,"35772000","sistrurus","Genus Sistrurus (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_420632009,"420632009","trimeresurus","Genus Trimeresurus (organism)","base.snomed","http://snomed.info",hc_patient.species_421160002,21,"Genus"
hc_patient.species_89228007,"89228007","fannia","Genus Fannia (organism)","base.snomed","http://snomed.info",hc_patient.species_421260005,21,"Genus"
hc_patient.species_72852004,"72852004","cuterebra","Genus Cuterebra (organism)","base.snomed","http://snomed.info",hc_patient.species_421280006,21,"Genus"
hc_patient.species_49295000,"49295000","dermatobia","Genus Dermatobia (organism)","base.snomed","http://snomed.info",hc_patient.species_421280006,21,"Genus"
hc_patient.species_421219003,"421219003","clonophis","Genus Clonophis (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,21,"Genus"
hc_patient.species_406668001,"406668001","natrix","Genus Natrix (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,21,"Genus"
hc_patient.species_421653009,"421653009","regina","Genus Regina (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,21,"Genus"
hc_patient.species_70141001,"70141001","gasterophilus","Genus Gasterophilus (organism)","base.snomed","http://snomed.info",hc_patient.species_421501008,21,"Genus"
hc_patient.species_257535001,"257535001","daphne","Genus Daphnia (organism)","base.snomed","http://snomed.info",hc_patient.species_421577006,21,"Genus"
hc_patient.species_112481007,"112481007","cyclops","Genus Cyclops (organism)","base.snomed","http://snomed.info",hc_patient.species_421758007,21,"Genus"
hc_patient.species_58476008,"58476008","New World screw-worm","Genus Cochliomyia (organism)","base.snomed","http://snomed.info",hc_patient.species_421945004,21,"Genus"
hc_patient.species_26378000,"26378000","diaptomus","Genus Diaptomus (organism)","base.snomed","http://snomed.info",hc_patient.species_422030006,21,"Genus"
hc_patient.species_53262008,"53262008","eristalis","Genus Eristalis (organism)","base.snomed","http://snomed.info",hc_patient.species_422109000,21,"Genus"
hc_patient.species_421785000,"421785000","atractaspis","Genus Atractaspis (organism)","base.snomed","http://snomed.info",hc_patient.species_422161000,21,"Genus"
hc_patient.species_396529002,"396529002","wild turkey","Genus Meleagris (organism)","base.snomed","http://snomed.info",hc_patient.species_425134008,21,"Genus"
hc_patient.species_449213007,"449213007","aimophila","Genus Aimophila (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_446201001,"446201001","ammodramus","Genus Ammodramus (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_445078005,"445078005","camarhynchus","Genus Camarhynchus (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_444928002,"444928002","certhidea","Genus Certhidea (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_446141004,"446141004","lark sparrow genus","Genus Chondestes (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_448456007,"448456007","Eurasian bunting","Genus Emberiza (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_449170009,"449170009","emberizoides","Genus Emberizoides (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_445379006,"445379006","geospiza","Genus Geospiza (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_82198008,"82198008","snowbird","Genus Junco (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_448230002,"448230002","Antillean bullfinch","Genus Loxigilla (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_447709008,"447709008","melopyrrha","Genus Melopyrrha (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_449198007,"449198007","song sparrow genus","Genus Melospiza (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_449283001,"449283001","Savannah sparrow genus","Genus Passerculus (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_448985007,"448985007","fox sparrow genus","Genus Passerella (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_444729002,"444729002","pinaroloxias","Genus Pinaroloxias (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_409931002,"409931002","towhee","Genus Pipilo (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_449299007,"449299007","snow bunting genus","Genus Plectrophenax (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_449252000,"449252000","vesper sparrow genus","Genus Pooecetes (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_422024006,"422024006","chipping sparrow","Genus Spizella (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_422939009,"422939009","crowned sparrow","Genus Zonotrichia (organism)","base.snomed","http://snomed.info",hc_patient.species_431012007,21,"Genus"
hc_patient.species_446371000,"446371000","osprey genus","Genus Pandion (organism)","base.snomed","http://snomed.info",hc_patient.species_443073004,21,"Genus"
hc_patient.species_445599004,"445599004","oxyruncus","Genus Oxyruncus (organism)","base.snomed","http://snomed.info",hc_patient.species_444881006,21,"Genus"
hc_patient.species_446637002,"446637002","cock-of-the-rock","Genus Rupicola (organism)","base.snomed","http://snomed.info",hc_patient.species_444881006,21,"Genus"
hc_patient.species_445575004,"445575004","hemignathus","Genus Hemignathus (organism)","base.snomed","http://snomed.info",hc_patient.species_444890004,21,"Genus"
hc_patient.species_447356009,"447356009","apapanes genus","Genus Himatione (organism) aka 'apapanes","base.snomed","http://snomed.info",hc_patient.species_444890004,21,"Genus"
hc_patient.species_445659009,"445659009","akepas genus","Genus Loxops (organism) aka 'akepas","base.snomed","http://snomed.info",hc_patient.species_444890004,21,"Genus"
hc_patient.species_424588001,"424588001","crested honecreper genus","Genus Palmeria (organism)","base.snomed","http://snomed.info",hc_patient.species_444890004,21,"Genus"
hc_patient.species_446852007,"446852007","iiwis genus","Genus Vestiaria (organism) aka 'i'iwis","base.snomed","http://snomed.info",hc_patient.species_444890004,21,"Genus"
hc_patient.species_424581007,"424581007","aix","Genus Aix (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_424581007,"424581007","wood duck","Genus Aix (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396620009,"396620009","anas","Genus Anas (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396620009,"396620009","duck","Genus Anas (organism) aka dabbling duck","base.snomed","http://hl7.org/fhir/ValueSet/animal-species",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396757006,"396757006","aythya","Genus Aythya (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396757006,"396757006","diving duck","Genus Aythya (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396703004,"396703004","bucephala","Genus Bucephala (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396703004,"396703004","goldeneye duck","Genus Bucephala (organism) Includes godeneye, bufflehead","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396538000,"396538000","cairina","Genus Cairina (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396538000,"396538000","Muscovy duck","Genus Cairina (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_425287002,"425287002","chenonetta","Genus Chenonetta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_425287002,"425287002","Australian wood duck","Genus Chenonetta (organism) aka maned duck, maned goose","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_423588008,"423588008","clangula","Genus Clangula (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_423588008,"423588008","oldsquaw","Genus Clangula (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_425357006,"425357006","histrionicus","Genus Histrionicus (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_425357006,"425357006","harlequin duck","Genus Histrionicus (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396816008,"396816008","lophodytes","Genus Lophodytes (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396816008,"396816008","hooded merganser","Genus Lophodytes (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_424559002,"424559002","melanitta","Genus Melanitta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_424559002,"424559002","scoter","Genus Melanitta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396833001,"396833001","mergus","Genus Mergus (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_396833001,"396833001","merganser","Genus Mergus (organism) Includes red-breasted merganser, common merganser, Brazilian merganser, scaly-sided merganser","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_422872008,"422872008","netta","Genus Netta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_422872008,"422872008","pochard","Genus Netta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_406688002,"406688002","oxyura","Genus Oxyura (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_406688002,"406688002","oxyura","Genus Oxyura (organism) Includes blue-billed duck, ruddy duck, white-headed duck, maccoa duck, lakeduck","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_422864006,"422864006","polysticta","Genus Polysticta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_422864006,"422864006","Steller's eider","Genus Polysticta (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_409954006,"409954006","somateria","Genus Somateria (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_409954006,"409954006","typical eider","Genus Somateria (organism)","base.snomed","http://snomed.info",hc_patient.species_446093000,21,"Genus"
hc_patient.species_15778005,"15778005","goose","Genus Anser (organism) aka gray goose","base.snomed","http://hl7.org/fhir/ValueSet/animal-species",hc_patient.species_446377001,21,"Genus"
hc_patient.species_9572001,"9572001","branta","Genus Branta (organism) Includes black goose, Brent goose, Hawaiian goose","base.snomed","http://snomed.info",hc_patient.species_446377001,21,"Genus"
hc_patient.species_423640002,"423640002","snow goose","Genus Chen (organism)","base.snomed","http://snomed.info",hc_patient.species_446377001,21,"Genus"
hc_patient.species_36762008,"36762008","swan","Genus Cygnus (organism)","base.snomed","http://snomed.info",hc_patient.species_446377001,21,"Genus"
hc_patient.species_396847002,"396847002","bird hawk","Genus Accipiter (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_447456005,"447456005","golden eagle","Genus Aquila (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_447576002,"447576002","busarellus","Genus Busarellus (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_396840000,"396840000","bueonine hawk","Genus Buteo (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_423363004,"423363004","black hawk","Genus Buteogallus (organism) aka black-hawk","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_396826001,"396826001","harrier","Genus Circus (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_447550002,"447550002","haliaeetus","Genus Haliaeetus (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_396822004,"396822004","Mississippi kite genus","Genus Ictinia (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_447577006,"447577006","neophron","Genus Neophron (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_396764008,"396764008","parabuteo","Genus Parabuteo (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_396850004,"396850004","Snail kite genus","Genus Rostrhamus (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_447521009,"447521009","torgos","Genus Torgos (organism)","base.snomed","http://snomed.info",hc_patient.species_446898008,21,"Genus"
hc_patient.species_424094003,"424094003","iora","Genus Aegithina (organism)","base.snomed","http://snomed.info",hc_patient.species_447290003,21,"Genus"
hc_patient.species_406677008,"406677008","cardinalis","Genus Cardinalis (organism) aka pyrrhuloxia","base.snomed","http://snomed.info",hc_patient.species_447293001,21,"Genus"
hc_patient.species_448282000,"448282000","cyanoloxia","Genus Cyanoloxia (organism)","base.snomed","http://snomed.info",hc_patient.species_447293001,21,"Genus"
hc_patient.species_449251007,"449251007","passerina","Genus Passerina (organism)","base.snomed","http://snomed.info",hc_patient.species_447293001,21,"Genus"
hc_patient.species_449051002,"449051002","dickcissel genus","Genus Spiza (organism)","base.snomed","http://snomed.info",hc_patient.species_447293001,21,"Genus"
hc_patient.species_449431005,"449431005","corcorax","Genus Corcorax (organism)","base.snomed","http://snomed.info",hc_patient.species_448262004,21,"Genus"
hc_patient.species_449437009,"449437009","struthidea","Genus Struthidea (organism)","base.snomed","http://snomed.info",hc_patient.species_448262004,21,"Genus"
hc_patient.species_422632002,"422632002","purple finch genus","Genus Carpodacus  (organism)","base.snomed","http://snomed.info",hc_patient.species_448391003,21,"Genus"
hc_patient.species_449468008,"449468008","Eurasian bullfinch","Genus Pyrrhula (organism)","base.snomed","http://snomed.info",hc_patient.species_448391003,21,"Genus"
hc_patient.species_87243000,"87243000","turtle","Turtle (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,21,"Genus"
hc_patient.species_710269006,"710269006","argulus","Genus Argulus (organism) Includes carp lice, fish lice","base.snomed","http://snomed.info",hc_patient.species_710268003,21,"Genus"
hc_patient.species_32705009,"32705009","annelated coral snake","Micrurus annellatus (organism)","base.snomed","http://snomed.info",hc_patient.species_376006,22,"Species"
hc_patient.species_25161007,"25161007","Atlantic coral snake","Micrurus diastema (organism)","base.snomed","http://snomed.info",hc_patient.species_376006,22,"Species"
hc_patient.species_57289002,"57289002","broad-banded coral snake","Micrurus distans (organism)","base.snomed","http://snomed.info",hc_patient.species_376006,22,"Species"
